experiment_index,simSeconds,simInsts,avg_big_l1i_missrate,avg_big_l1d_missrate,avg_big_l2_missrate,avg_little_l1i_missrate,avg_little_l1d_missrate,avg_little_l2_missrate,avg_l3_missrate
106,0.024246,9491624,0.09833862500000001,0.6642395000000001,0.603253125,0.03941066666666667,0.5336650000000001,0.751873125,0.88985225
107,0.015311,9336831,0.08988512500000001,0.6673313750000001,0.6243765,0.03804428571428571,0.5369633750000001,0.779625,0.43632175
108,0.008306,9355616,0.108026625,0.6796703749999999,0.602244,0.035713875,0.5849469999999999,0.5782525,0.7585235
109,0.007475,9281907,0.118940375,0.6916473749999998,0.610522625,0.039167625,0.576942875,0.5833843750000001,0.6002857500000001
110,0.004662,8968728,0.125071625,0.687049375,0.62365025,0.043707375,0.6106077500000001,0.5731685,0.16983425000000002
111,0.00772,9338721,0.11211499999999999,0.6701630000000001,0.470614375,0.043786624999999996,0.5910265000000001,0.388331875,0.7384200000000001
112,0.005772,9335372,0.10232387500000001,0.67327625,0.4734188750000001,0.033396999999999996,0.5909368750000001,0.39305975,0.5263045
113,0.002583,9090021,0.11645050000000001,0.682967125,0.4808690000000001,0.043307750000000006,0.603335125,0.39167837499999997,0.06603275
114,0.00576,9344345,0.103890875,0.6577,0.358256875,0.043697625,0.580802125,0.269061625,0.78985925
115,0.005212,9340712,0.11031,0.6665878749999999,0.35540475,0.044050624999999996,0.5832700000000001,0.24640475,0.6792345
116,0.003357,8751732,0.115813625,0.695408875,0.35712487499999995,0.044132875,0.60051725,0.25169675,0.10651775
117,0.008533,9206792,0.08453812499999999,0.626986375,0.581628625,0.036310666666666665,0.544399125,0.643917625,0.732371
118,0.006633,9204985,0.08510775,0.650403375,0.590308375,0.03529625,0.540906,0.6623198749999999,0.45689725000000003
119,0.003206,8474461,0.09981487500000001,0.66517525,0.5716015,0.034919374999999996,0.547295,0.665532375,0.0466905
120,0.008312,9260523,0.0961525,0.626642375,0.43286825,0.03564025,0.5432985,0.483750625,0.72355
121,0.005303,9264417,0.09534074999999999,0.629507625,0.43628825,0.035374249999999996,0.5406448749999999,0.496038625,0.4215315
122,0.002941,8457067,0.1136325,0.664204625,0.44728362499999996,0.035069875,0.544621125,0.491515625,0.06094150000000001
123,0.00537,9239780,0.0982015,0.6185493750000001,0.261698375,0.035092625,0.51343575,0.27879024999999996,0.7821345
124,0.004826,9208102,0.097665625,0.626399375,0.262766625,0.0329565,0.5124565,0.27435575,0.64974725
125,0.003223,8285818,0.105700875,0.6471480000000001,0.24313999999999997,0.034985375,0.520381875,0.273969875,0.1418385
126,0.008221,9304658,0.06491237500000001,0.44106100000000004,0.7807888749999999,0.03990333333333333,0.41562599999999994,0.8174171249999999,0.71511575
127,0.005531,9288583,0.07529125,0.45541637500000004,0.7835417499999999,0.02358075,0.399380375,0.8573742500000001,0.421955
128,0.003751,8590227,0.07732512500000001,0.44914925,0.769149625,0.047296399999999995,0.40437062500000004,0.870739625,0.0939025
129,0.006919,9306330,0.074559,0.42275100000000004,0.588032,0.038962666666666666,0.40552837500000005,0.6805976250000001,0.685896
130,0.004849,9312721,0.066216625,0.42736937500000005,0.5995085000000001,0.038710666666666664,0.397103125,0.698684625,0.39928075
131,0.00404,8762426,0.09401785714285714,0.428436875,0.631289125,0.029406874999999996,0.39543625000000004,0.6904621249999999,0.19005575000000002
132,0.005272,9293567,0.075911375,0.4104335000000001,0.3575495000000001,0.029209285714285712,0.401308875,0.38888737500000004,0.80429475
133,0.004676,9292620,0.0748925,0.41380924999999996,0.3587945,0.03894433333333334,0.398359375,0.37065712500000003,0.6448017500000001
134,0.002192,8467724,0.09208062499999999,0.44214362500000004,0.3164155,0.03903183333333333,0.3930485000000001,0.37312862499999994,0.051117
135,0.010735,9320433,0.10508525,0.584949375,0.5689365000000001,0.040431999999999996,0.580749125,0.544749625,0.90000075
136,0.010313,9298334,0.108054,0.585183125,0.586259125,0.04162375,0.5839660000000001,0.5456727499999999,0.820252
137,0.004013,8910265,0.1269385,0.66399025,0.7144668750000001,0.04437725,0.5865962499999999,0.618870125,0.08503225
138,0.010159,9319667,0.11920562499999998,0.586897375,0.55443625,0.041773375,0.573917,0.5112909999999999,0.81953725
139,0.010035,9302519,0.106073375,0.5847925,0.561275,0.034110749999999995,0.575863375,0.515165875,0.787331
140,0.00348,8696467,0.1317065,0.64826325,0.653187875,0.04439725,0.5722096249999999,0.564884875,0.048280250000000004
141,0.010082,9310867,0.12023137499999997,0.5886443750000001,0.5098681249999999,0.04646025,0.56566425,0.485100875,0.79263375
142,0.009558,9293262,0.11824199999999999,0.59896925,0.519978875,0.031821375,0.5707456249999999,0.4838158749999999,0.70035075
143,0.002463,8729005,0.12950737499999998,0.6487876250000001,0.5687308750000001,0.05065371428571429,0.55315775,0.529603375,0.015109000000000001
144,0.010456,9240395,0.09084325,0.519808375,0.60460875,0.033990124999999996,0.52245025,0.58003875,0.893036
145,0.010044,9273923,0.093147375,0.52207475,0.6120215,0.041944999999999996,0.5257506249999999,0.59273175,0.82307975
146,0.003941,8848510,0.102650625,0.609799875,0.7485740000000001,0.040114428571428565,0.53841975,0.669494625,0.10566
147,0.010051,9249253,0.08813625,0.5337706249999999,0.585697125,0.042442571428571434,0.5199480000000001,0.559577875,0.8218494999999999
148,0.009867,9289192,0.09235612500000001,0.516263625,0.572756875,0.032844374999999995,0.5223083749999999,0.5625335,0.834201
149,0.007198,9014394,0.09960887500000001,0.5890164999999999,0.669470625,0.035412375,0.538131,0.58713925,0.337882
150,0.009557,9239240,0.09190824999999998,0.543204,0.48021400000000003,0.03347714285714286,0.523154875,0.527358375,0.8083877500000001
151,0.009262,9181723,0.0980335,0.5654069999999999,0.49651575,0.04869950000000001,0.520682625,0.5316085,0.6753410000000001
152,0.00282,8665290,0.10147225,0.5933292499999999,0.5342264999999999,0.03532,0.509992625,0.5801554999999999,0.04618625
153,0.010327,9291467,0.070343875,0.40102575,0.75297225,0.03665057142857143,0.40190575,0.737408625,0.89917475
154,0.009997,9286955,0.0719925,0.39801937499999995,0.7510388750000001,0.04020516666666667,0.40841675000000005,0.7344354999999999,0.84328275
155,0.003804,9081267,0.079270875,0.45083949999999995,0.8965535,0.032840714285714286,0.42940412499999997,0.7613501250000001,0.1198325
156,0.010023,9291375,0.075625625,0.39430725,0.7080224999999999,0.047722,0.39912637500000003,0.705195125,0.8717179999999999
157,0.009935,9308722,0.07509037499999999,0.392092125,0.7062776249999999,0.02999325,0.40325975,0.708233375,0.8611145
158,0.00404,9081483,0.07761425,0.43577912500000004,0.8034062500000001,0.038350833333333334,0.42130999999999996,0.7160887499999999,0.15286349999999999
159,0.009643,9299055,0.07576124999999999,0.39182550000000005,0.640289625,0.03415128571428571,0.396241625,0.6820897499999999,0.8459835
160,0.009462,9270005,0.0693085,0.40082075000000006,0.628810875,0.023132375000000004,0.39662899999999995,0.6826021250000001,0.7297947499999999
161,0.003471,9150477,0.076805375,0.42052187499999993,0.6754675,0.0290305,0.421807125,0.695955125,0.16525025
162,0.014094,9156508,0.04841414285714286,0.31683737500000003,0.9317205,0.0259966,0.30568850000000003,0.878437,0.79903175
163,0.00281,8672820,0.048085,0.32811,0.9110364999999999,0.0226432,0.3141905,0.878943625,0.071964
164,0.002274,8783081,0.036082,0.313939,0.9296862499999999,0.04604885714285715,0.308973,0.86655575,0.00104725
165,0.005106,8893838,0.05461585714285714,0.351067375,0.16718349999999998,0.022972799999999998,0.312707625,0.8706544999999999,0.289272
166,0.002575,8524955,0.05638314285714286,0.353901,0.22086837500000003,0.022319999999999996,0.30852775,0.8717702500000001,0.036563
167,0.002336,8475128,0.053111142857142864,0.349533875,0.23598,0.024797000000000003,0.30821712500000004,0.860203125,0.00205925
168,0.001659,8314250,0.05440514285714286,0.369282875,0.0010952499999999999,0.029152,0.326383625,0.23362625000000004,0.043688750000000005
169,0.001558,8326008,0.05453628571428572,0.363635125,0.0010865,0.019015,0.32580775000000006,0.24491975000000002,0.00984125
170,0.001552,8261125,0.06181757142857143,0.35760475,0.0012771249999999998,0.018875,0.326568125,0.244937625,0.0087925
171,0.015252,9227716,0.037909000000000005,0.324711625,0.9270123749999999,0.0161912,0.28942100000000004,0.966976,0.75909375
172,0.003086,8888797,0.038452142857142865,0.3286695,0.9317135000000001,0.014706999999999998,0.289827375,0.9679955,0.07531575
173,0.002729,8926689,0.038993428571428575,0.32272475000000006,0.8828305,0.012253166666666667,0.29031375000000004,0.966909875,0.0013062500000000001
174,0.006125,9081043,0.039138,0.32710150000000004,0.17909175,0.0126255,0.2896645,0.952830125,0.30255525
175,0.002626,8822940,0.04107342857142857,0.331088625,0.201623875,0.012872666666666666,0.28760225,0.953033875,0.05182475
176,0.002355,8714833,0.04236028571428572,0.321082125,0.156090625,0.0156556,0.2884705,0.9508175000000001,0.0023639999999999998
177,0.001701,8545147,0.042549428571428564,0.33387724999999996,0.00128775,0.0179868,0.29739200000000005,0.24100749999999999,0.062494749999999995
178,0.001487,8512672,0.045463857142857146,0.338667625,0.0015205000000000002,0.016057599999999998,0.29723087499999995,0.255497,0.014118499999999999
179,0.001491,8419115,0.04652714285714286,0.33329025,0.0017975,0.015972,0.298224,0.2552485,0.010449
180,0.016225,9263243,0.03577628571428571,0.3553775,0.7142852500000001,0.0134216,0.295208375,0.973665,0.6251262500000001
181,0.003953,8896572,0.036192,0.354782625,0.722073375,0.010128833333333333,0.29739574999999996,0.97557225,0.05649175
182,0.003569,8920228,0.03545942857142857,0.35931975,0.700588875,0.012830999999999999,0.2978005,0.9769849999999999,0.00138975
183,0.00725,9119404,0.034599285714285714,0.31003662499999995,0.1580765,0.0134878,0.295976125,0.9310160000000001,0.34466175
184,0.002942,8905740,0.036878571428571434,0.3334138750000001,0.164270375,0.010813666666666666,0.29633325000000005,0.936191625,0.045139
185,0.002853,8828151,0.03726628571428571,0.34781287499999997,0.15944699999999998,0.010591166666666667,0.29674199999999995,0.9386187500000001,0.00214375
186,0.001932,8751294,0.03469214285714285,0.379462375,0.001648125,0.011477666666666669,0.305077375,0.275047875,0.054060250000000004
187,0.001704,8717111,0.03937614285714286,0.36955350000000003,0.001888875,0.012133833333333335,0.30454212500000005,0.29230550000000005,0.0105385
188,0.001744,8469145,0.04204214285714286,0.33459575,0.0027388750000000004,0.012042833333333334,0.30072125,0.29570425,0.0075882499999999995
189,0.00214,8733650,0.052027375,0.265279125,0.7879915000000001,0.02712566666666667,0.26742325,0.5619872499999999,0.14520675
190,0.001581,8349277,0.05866499999999999,0.26983224999999994,0.782791,0.024341333333333336,0.270458875,0.560158875,0.048624
191,0.001402,8264588,0.06462085714285713,0.30239974999999997,0.9429011250000001,0.0242385,0.279206375,0.577320375,0.00353675
192,0.001924,8794596,0.05610785714285714,0.25251724999999997,0.36990687499999997,0.022357375,0.26320412500000007,0.331396,0.18576725
193,0.001541,8245463,0.07068200000000001,0.259711875,0.387037625,0.026446333333333332,0.265463625,0.32030375,0.063146
194,0.001365,8152849,0.06486499999999999,0.2632185,0.39219487499999994,0.0237435,0.27064049999999995,0.315200625,0.00518675
195,0.001601,7347740,0.0786917142857143,0.2712135,0.0031966250000000002,0.036929199999999995,0.269289125,0.25465675,0.10169175
196,0.001324,7407424,0.0788622857142857,0.271474125,0.003069625,0.0306504,0.270579875,0.252033,0.028924
197,0.001311,7343854,0.07841842857142857,0.273400875,0.00318125,0.027905599999999996,0.2721475,0.253904375,0.01696
198,0.002161,8749772,0.048227625,0.23087950000000002,0.924604625,0.0227425,0.20256012500000004,0.613676125,0.1519185
199,0.001598,8415401,0.048429875,0.23683962500000005,0.9222760000000001,0.018966833333333332,0.20394749999999998,0.60938,0.051833500000000005
200,0.001406,8303481,0.04831075,0.26622575,0.9887778749999999,0.0192355,0.21104262500000004,0.690722125,0.004012
201,0.001987,8886124,0.05646671428571427,0.204702625,0.46226237499999995,0.024265666666666668,0.193805875,0.43759475000000003,0.1930365
202,0.001585,8270013,0.06300385714285714,0.210439125,0.49794674999999994,0.020205166666666666,0.19475337499999998,0.440034375,0.06923375000000001
203,0.001364,8175978,0.05682971428571428,0.21524374999999998,0.49965062500000007,0.0198945,0.19387949999999998,0.44552174999999994,0.004385999999999999
204,0.001514,7408316,0.06803942857142857,0.194656375,0.003200625,0.018931,0.207108625,0.30913762499999997,0.100421
205,0.001233,7421968,0.06710328571428571,0.194738,0.003194875,0.018283333333333332,0.20956199999999997,0.31232275000000004,0.02598575
206,0.001238,7423752,0.06742685714285715,0.19457325,0.003215,0.020407166666666667,0.2105915,0.31052349999999995,0.014724500000000001
207,0.002147,8727351,0.04006771428571428,0.19761499999999999,0.992807875,0.018227499999999997,0.16063975,0.6671922499999999,0.1717765
208,0.00164,8402993,0.048091714285714286,0.19429124999999997,0.994890125,0.017727666666666666,0.16095925,0.65944625,0.056418
209,0.001346,8295983,0.04339114285714286,0.276785625,0.99729525,0.016462666666666667,0.15712162500000001,0.8545875,0.00303375
210,0.002051,8868880,0.043219,0.187204375,0.64891775,0.0204575,0.159829125,0.635587625,0.19943925
211,0.001616,8312980,0.05030985714285714,0.188097875,0.67680025,0.017383333333333334,0.160463875,0.634282125,0.06558
212,0.001366,8227634,0.053934499999999996,0.20945975,0.6983290000000001,0.019059399999999997,0.154636375,0.722435375,0.0038982500000000002
213,0.001495,7459111,0.05497785714285715,0.190845125,0.0030930000000000003,0.016618166666666667,0.14914612500000002,0.413613,0.1004685
214,0.001176,7505191,0.054512571428571424,0.19091362500000003,0.0030592500000000003,0.0206462,0.148361375,0.41519999999999996,0.019251
215,0.00119,7506210,0.05523071428571428,0.19146375000000004,0.0031129999999999994,0.012570000000000001,0.14989300000000003,0.417572,0.0114625
216,0.003075,8853348,0.06368385714285714,0.29909087500000003,0.961613125,0.0199295,0.30981125000000004,0.8668827499999999,0.11090425
217,0.002356,8506583,0.06641442857142857,0.300521875,0.961378875,0.026864166666666665,0.310833,0.863919875,0.0280855
