experiment_index,simSeconds,simInsts,avg_big_l1i_missrate,avg_big_l1d_missrate,avg_big_l2_missrate,avg_little_l1i_missrate,avg_little_l1d_missrate,avg_little_l2_missrate,avg_l3_missrate
218,0.002168,8474946,0.060344999999999996,0.29901425,0.961683125,0.01891475,0.31124324999999997,0.8635091249999999,0.0055975
219,0.002901,8884361,0.06244885714285714,0.299821625,0.16077049999999998,0.032919833333333336,0.310090375,0.86373725,0.14541349999999997
220,0.002313,8390411,0.06249642857142858,0.300282,0.16625850000000003,0.0207605,0.31023212499999997,0.8629735000000001,0.043331499999999995
221,0.002141,8322482,0.06231428571428571,0.300462375,0.170217875,0.027967399999999996,0.311163875,0.86040475,0.00960825
222,0.001816,7735229,0.07063142857142858,0.30201987500000005,0.006323,0.025817,0.32760687499999996,0.19946475,0.1270485
223,0.001582,7744668,0.07251942857142857,0.302493,0.006288125,0.0312118,0.32826849999999996,0.197525125,0.06331925000000001
224,0.001552,7722115,0.07131685714285715,0.30228625000000003,0.0062996250000000005,0.01846925,0.327796125,0.19907375,0.046047000000000005
225,0.003079,8883963,0.049545,0.28097562500000006,0.997560875,0.019902875,0.268368375,0.9970350000000001,0.11223425
226,0.002344,8581594,0.054064,0.281224375,0.9975530000000001,0.016101375,0.26883975000000004,0.996918,0.028037000000000003
227,0.002157,8546482,0.05131928571428572,0.28031775,0.9979866250000001,0.0219726,0.26889925,0.9967916250000001,0.0055005
228,0.002927,8895375,0.05548157142857143,0.276664625,0.16867687499999998,0.027783333333333337,0.26825024999999997,0.9947174999999999,0.15258875
229,0.002294,8424210,0.06028128571428572,0.27671162499999996,0.174794625,0.025103999999999998,0.268522375,0.9946667499999999,0.044610000000000004
230,0.002118,8342010,0.05551142857142858,0.276993375,0.1837945,0.02298,0.268431125,0.9945922500000001,0.00947025
231,0.001746,7797444,0.06200685714285714,0.276045875,0.0063453749999999995,0.0327686,0.266664375,0.21947887500000002,0.12636175
232,0.001529,7754417,0.06233942857142858,0.27562774999999995,0.006411750000000001,0.020743333333333336,0.266884875,0.22019362499999998,0.06352875
233,0.001494,7803975,0.06175957142857142,0.27591525,0.006374125,0.016446375,0.266887625,0.2186375,0.047574
234,0.003042,8860731,0.03947885714285714,0.280363375,0.999764,0.0227025,0.26683837499999996,0.999533375,0.1132985
235,0.002342,8590749,0.04627914285714285,0.2802387499999999,0.99949075,0.014241,0.26765025,0.999695125,0.02746325
236,0.002154,8508849,0.04140557142857143,0.27935862499999997,0.9997383749999998,0.0199348,0.26766124999999996,0.999731625,0.005469
237,0.002918,8891534,0.03919728571428571,0.27651425,0.19954799999999998,0.02249166666666667,0.26723712499999996,0.997767875,0.14228025
238,0.002293,8432787,0.04939157142857143,0.27618975,0.211022125,0.017960666666666666,0.267477375,0.997799875,0.041215499999999995
239,0.002119,8375061,0.045285571428571425,0.276769,0.22684775,0.0196256,0.267327875,0.9977732499999998,0.0090445
240,0.001779,7768794,0.05133828571428572,0.27486775,0.006280625,0.017963125,0.26600375,0.23610375,0.120542
241,0.001556,7718570,0.051418000000000005,0.27483225000000006,0.0063941250000000005,0.0134815,0.2661695,0.23304362499999998,0.06049875
242,0.001525,7743428,0.050903,0.27479712500000003,0.006340999999999999,0.014509875000000002,0.26620612499999996,0.235194375,0.04326775
